graph,"metric dimension",time
"FCfvw",3,0.014015118002134841
"FCf\\w",4,0.019981801000540145
"FCf^w",4,0.020172684999124613
"FCf~w",4,0.02099889899545815
"F?`cg",2,0.006460014003096148
"FCOf?",2,0.0062957490008557215
"FCOf_",2,0.006536476998007856
"FCOfo",2,0.007700834998104256
"FCOfw",3,0.014034412997716572
"FCp`_",2,0.004559822002192959
"FCpb_",2,0.006059669998649042
"FCpbO",2,0.005703337003069464
"FCpbo",2,0.006749829997716006
"FCpd_",2,0.005695853003999218
"FCpdG",2,0.0062445820003631525
"FCpdg",2,0.00645776199962711
"FCpdO",2,0.005554971001402009
"FCpdo",2,0.006530484999530017
"FCpe_",2,0.006401876002200879
"FCpeG",2,0.005818172998260707
"FCpeg",2,0.006776385998819023
"FCpeO",2,0.006023738002113532
"FCpeo",2,0.006389997004589532
"FCpeW",2,0.006499299997813068
"FCpf?",2,0.007233586999063846
"FCpf_",2,0.007292563997907564
"FCpfg",2,0.006889663003676105
"FCpfG",2,0.007333693996770307
"FCpfO",2,0.006549627993081231
"FCpfo",2,0.007007098996837158
"FCpfW",2,0.007144420000258833
"FCpfw",3,0.011924203994567506
"FCprg",3,0.011117287001980003
"FCptO",3,0.01026543699845206
"FCpug",2,0.006979187004617415
"FCpuo",2,0.007067262995406054
"FCpuw",2,0.007079415998305194
"FCpV?",2,0.006894299003761262
"FCpv?",2,0.006926451002073009
"FCpV_",2,0.007452912999724504
"FCpv_",2,0.015691877000790555
"FCpvg",2,0.007969436002895236
"FCpVO",2,0.00718054599565221
"FCpVo",3,0.010605358998873271
"FCpvO",3,0.011596976000873838
"FCpvo",3,0.011868980000144802
"FCpVw",3,0.010785661994304974
"FCpvW",3,0.01104891199793201
"FCpvw",3,0.011478878004709259
"FCQb?",1,0.0029846729958080687
"FCQb_",2,0.005724719005229417
"FCQbO",2,0.006519836999359541
"FCQbo",2,0.006703277002088726
"FCQe_",2,0.006005301998811774
"FCQeG",2,0.005366869998397306
"FCQeo",2,0.006256033004319761
"FCQeO",2,0.0064607780004735105
"FCQeW",2,0.007103887000994291
"FCQf_",2,0.00686394699732773
"FCQf?",2,0.007003122998867184
"FCQfG",2,0.006209251994732767
"FCQfg",2,0.00735116299620131
"FCQfO",2,0.007015662005869672
"FCQfo",2,0.0072988630054169334
"FCQfW",2,0.006733002002874855
"FCQfw",3,0.013200323002820369
"FCqn_",3,0.015067984997585882
"FCqno",3,0.011041563004255295
"FCqnW",2,0.007306192004762124
"FCqnw",3,0.01295288799883565
"FCQrO",2,0.006913304001500364
"FCQrW",2,0.007670994004001841
"FCQug",3,0.010852179002540652
"FCQuo",2,0.0070747429999755695
"FCQuW",2,0.007283441002073232
"FCQuw",3,0.013077628995233681
"FCQV_",2,0.0068040240003028885
"FCQv_",2,0.006902590001118369
"FCQVg",3,0.01399096500244923
"FCQvg",3,0.014319974005047698
"FCQvO",2,0.007136574000469409
"FCQVO",2,0.007558969002275262
"FCQvo",2,0.007559054996818304
"FCQVo",2,0.007822429994121194
"FCQvW",2,0.007098629001120571
"FCQVw",3,0.013366954997763969
"FCQvw",3,0.014541036005539354
"FCRbg",2,0.009608358996047173
"FCrbo",3,0.014013190993864555
"FCRcw",2,0.00840508100372972
"FCRdg",2,0.010345015994971618
"FCrdo",2,0.007868772001529578
"FCRdo",2,0.008883856004104018
"FCRdw",2,0.011668619998090435
"FCReg",2,0.007202722001238726
"FCreo",2,0.007067938000545837
"FCReo",2,0.007214047996967565
"FCreW",2,0.006867298994620796
"FCRew",2,0.010037205996923149
"FCrf_",2,0.008605538001575042
"FCRf_",2,0.00933352599531645
"FCRfg",2,0.007412623999698553
"FCrfg",2,0.008236162000684999
"FCRfG",3,0.01219898099952843
"FCrfO",2,0.01226688099995954
"FCRfo",3,0.01223634000052698
"FCrfo",3,0.02206946899968898
"FCrfW",2,0.017222270005731843
"FCRfw",3,0.01282440700015286
"FCrfw",3,0.01900130300055025
"FCrHw",3,0.013982557000417728
"FCrJo",2,0.006949766997422557
"FCrJw",3,0.012946019000082742
"FCrjw",3,0.014650258999608923
"FCrlw",2,0.012501487995905336
"FCrLW",3,0.01306426899827784
"FCrLw",3,0.02804302699951222
"FCrmw",3,0.019327167996380012
"FCrng",3,0.023516970002674498
"FCrNo",2,0.008862640999723226
"FCrno",3,0.034415232003084384
"FCrNW",3,0.012260802002856508
"FCrnw",3,0.01725118499598466
"FCrnW",3,0.018592273998365272
"FCrNw",3,0.032465017000504304
"FCR`o",2,0.01036548700358253
"FCR~o",3,0.013166359996830579
"FCr^o",3,0.01339453399850754
"FCR^o",3,0.016222387996094767
"FCr~o",3,0.02500751500338083
"FCrRo",2,0.007090836996212602
"FCrro",3,0.013894964999053627
"FCrrw",3,0.015517812003963627
"FCRTo",2,0.006810806000430603
"FCRto",3,0.010146555003302637
"FCRtw",3,0.015206400996248703
"FCRTw",3,0.019057949000853114
"FCRuo",2,0.007443973998306319
"FCruw",2,0.008619256004749332
"FCRuw",3,0.011874837000505067
"FCRV?",2,0.007297923002624884
"FCRV_",2,0.011081906006438658
"FCRv_",3,0.012898050001240335
"FCrVG",2,0.0075774529977934435
"FCrVg",3,0.011845526998513378
"FCRVg",3,0.01259513599507045
"FCRvg",3,0.01274764599656919
"FCrvg",3,0.01507992199913133
"FCRvO",2,0.007119444002455566
"FCrVo",2,0.007458838001184631
"FCRVO",2,0.007971673003339674
"FCRVo",2,0.00937790899479296
"FCRvo",3,0.01244634500471875
"FCrvo",3,0.016139789004228078
"FCRvW",2,0.007567398999526631
"FCRVW",2,0.01483759799884865
"FCrVW",3,0.011446058997535147
"FCrVw",3,0.012297894994844683
"FCRvw",3,0.012662155997531954
"FCRVw",3,0.022323672004858963
"FCrvw",3,0.029740484998910688
"FCR`w",2,0.008830279002722818
"FCr^w",3,0.01314242400258081
"FCR~w",3,0.013463843999488745
"FCR^w",3,0.01702548399771331
"FCr~w",3,0.026174644997809082
"FCurW",3,0.013871795999875758
"FCusw",3,0.01749498899880564
"FCuto",3,0.019389948996831663
"FCuuW",2,0.024651195002661552
"FCuuw",3,0.020579620999342296
"FCuvo",3,0.02261952900153119
"FCuvW",3,0.01538811500358861
"FCuvw",3,0.020772856994881295
"FC~uw",3,0.014743541003554128
"FCu~w",3,0.024124297997332178
"FCvaw",2,0.011856796998472419
"FCvbg",2,0.007377460002317093
"FCvbo",3,0.012125690001994371
"FCvbW",2,0.007760413005598821
"FCvbw",3,0.012662852001085412
"FCvcw",3,0.012135468998167198
"FCvdg",2,0.007759298001474235
"FCvdo",3,0.013406328005657997
"FCvdW",2,0.007824824999261182
"FCvdw",3,0.01244998399488395
"FCveg",2,0.007453212994732894
"FCveo",3,0.012707855996268336
"FCvew",2,0.00767821200133767
"FCvfg",2,0.007593891998112667
"FCvfG",3,0.012330134995863773
"FCvfO",2,0.007738477004750166
"FCvfo",3,0.01250808899931144
"FCvfW",3,0.01121780199900968
"FCvfw",3,0.01413517699984368
"FCv^o",3,0.013449992999085225
"FC~vo",3,0.013914138005929999
"FCvRW",3,0.019823757000267506
"FCvtw",3,0.013936025003204122
"FCvTw",3,0.022331630003463943
"FCvvg",3,0.013774727005511522
"FCvvo",3,0.014880603994242847
"FCvVo",3,0.018909554004494566
"FCvvw",3,0.013340141995286103
"FCvVw",3,0.01469035999616608
"FCvVW",3,0.01648861799912993
"FC~vw",3,0.013741814000240993
"FC~vW",3,0.013990168998134322
"FCv`w",3,0.01999442500527948
"FCv^w",4,0.02002491700113751
"FCv~w",4,0.021485359000507742
"FCv\\w",4,0.027379225997719914
"F?`cw",2,0.007030601002043113
"FC~~w",4,0.021193360997131094
"FCXe_",2,0.006970061003812589
"FCXeo",2,0.007665102995815687
"FCXf?",3,0.013204481998400297
"FCXf_",3,0.014852993001113646
"FCXfO",2,0.006654764998529572
"FCXfo",2,0.008133045994327404
"FCXfW",2,0.008098924001387786
"FCXfw",3,0.02490756100451108
"FCXkw",3,0.014513266003632452
"FCXmo",2,0.009251153001969215
"FCXmw",3,0.010870735000935383
"FCXmW",3,0.012820443000236992
"FCXn_",3,0.013987534999614581
"FCXno",2,0.006064790999516845
"FCXnO",2,0.015960104996338487
"FCXnw",3,0.01315253900247626
"FCXnW",3,0.021483902004547417
"FCxrW",3,0.0113835609954549
"FCxsw",3,0.014917897002305835
"FCxuw",3,0.010817631002282724
"FCxuW",3,0.01216341600229498
"FCxv?",3,0.014042994996998459
"FCxv_",3,0.014053596001758706
"FCxvO",3,0.012710622999293264
"FCxvo",3,0.012745920997986104
"FCxvw",3,0.012146785004006233
"FCxvW",3,0.012294685999222565
"FCx}w",3,0.012460746002034284
"FCx~w",3,0.013080762997560669
"FCY^_",3,0.012685912995948456
"FCY^G",2,0.007604746999277268
"FCY]g",3,0.01275364399771206
"FCY^g",3,0.014832574997853953
"FCY^O",2,0.007099355003447272
"FCY]o",2,0.008229659004427958
"FCY^o",3,0.023694664996583015
"FCY^W",2,0.007912149994808715
"FCY[w",3,0.012391418000333942
"FCY]w",3,0.01275224999699276
"FCY^w",3,0.012903055001515895
"FCZ^_",3,0.011862146995554212
"FCzaw",3,0.012798714997188654
"FCZb_",2,0.006999714998528361
"FCZbg",2,0.0070585079956799746
"FCZbo",2,0.007211890006146859
"FCZbO",2,0.011201223998796195
"FCzbo",3,0.008833798994601239
"FCZbw",2,0.00707119900471298
"FCzbw",3,0.012288786994758993
"FCzbW",3,0.02537353899970185
"FCZco",2,0.007196027007012162
"FCzcw",3,0.013030646005063318
"FCZeg",2,0.006719192999298684
"FCZeO",2,0.006856778993096668
"FCZeo",2,0.0071724759982316755
"FCZew",2,0.015817352003068663
"FCzew",3,0.012394126002618577
"FCzeW",3,0.021074288000818342
"FCZf_",2,0.007328626001253724
"FCZf?",3,0.01237559100263752
"FCzf_",3,0.014114659999904688
"FCZfg",2,0.007264818996191025
"FCZfG",3,0.012485560000641271
"FCZfO",2,0.007265520005603321
"FCzfo",3,0.010669742005120497
"FCzfO",3,0.011444559997471515
"FCZfo",3,0.012020734000543598
"FCZfW",2,0.0074182500029564835
"FCZfw",3,0.012552820997370873
"FCzfW",3,0.012760567005898338
"FCzfw",3,0.013300546997925267
"FCz^g",3,0.012469981003960129
"FCZ^g",3,0.01268926100601675
"FCZHw",2,0.007062431999656837
"FCZIw",3,0.01123877200006973
"FCZJg",2,0.007283248000021558
"FCZJo",2,0.007566337000753265
"FCZJw",3,0.01118572500126902
"FCZjw",3,0.012162995997641701
"FCzjw",3,0.012706164998235181
"FCZKw",2,0.007206043002952356
"FCZLg",2,0.007002658996498212
"FCZLo",2,0.007588791995658539
"FCZLW",2,0.007026354003755841
"FCZLw",2,0.007078330003423616
"FCZMg",2,0.00701661500352202
"FCZMo",2,0.007384344004094601
"FCZmw",2,0.007483896995836403
"FCZMw",3,0.011738545996195171
"FCZMW",3,0.011773923004511744
"FCzmw",3,0.012882171999081038
"FCZN_",2,0.006280437002715189
"FCZn_",2,0.007148482000047807
"FCZNG",2,0.007084509001288097
"FCZng",2,0.007630217995028943
"FCZNg",2,0.007901764998678118
"FCZNo",3,0.011704436998115852
"FCZno",3,0.012515968002844602
"FCzno",3,0.01376660000096308
"FCZNW",2,0.007492482996894978
"FCznw",3,0.009349157000542618
"FCZNw",3,0.012236053000378888
"FCZnW",3,0.012332727004832122
"FCZnw",3,0.013405272999079898
"FCznW",4,0.021109239998622797
"FCZ^o",3,0.012222371995449066
"FCz^o",3,0.012645984003029298
"FCZ~o",3,0.013164570002118126
"FCzro",3,0.01672074800444534
"FCzrw",3,0.017344523999781813
"FCZSo",2,0.007049489999189973
"FCZTg",3,0.011727217002771795
"FCZTO",2,0.005799940998258535
"FCZTo",2,0.012259055001777597
"FCZTw",3,0.012610762998519931
"FCZUg",3,0.012070992001099512
"FCZUO",2,0.0057090440022875555
"FCZUo",2,0.007031864995951764
"FCZUw",3,0.012124313005188014
"FCZV?",2,0.006482802004029509
"FCZV_",2,0.007056120994093362
"FCZv_",3,0.013643890000821557
"FCZVg",3,0.012455014999432024
"FCZvg",3,0.013376144001085777
"FCzvg",3,0.014232893998268992
"FCZVO",2,0.006984726998780388
"FCZVo",2,0.0071968769989325665
"FCZvo",3,0.013192541002354119
"FCzvo",3,0.016309703001752496
"FCZVW",2,0.007345072001044173
"FCzvw",3,0.012305614000069909
"FCZVw",3,0.01275758499832591
"FCZvw",3,0.012993543001357466
"FCZ\\w",3,0.011960983996686991
"FCz\\w",3,0.012281006005650852
"FCZ^w",3,0.012477131000196096
"FCz^w",3,0.013051468995399773
"FCz]w",3,0.013115526002366096
"FCZ]w",3,0.013408127000730019
"FCZ~w",3,0.013511113000276964
"FCz~w",3,0.014188260000082664
"F?`e_",2,0.006086881003284361
"F?`eg",2,0.0061507479986175895
"FEhbo",2,0.012086939997971058
"FEhd_",2,0.006959291000384837
"FEhe_",2,0.006473654000728857
"FEheo",2,0.006435182003770024
"FEhf_",2,0.007203008004580624
"FEhf?",3,0.011604924002313055
"FEhfo",2,0.006941641004232224
"FEhfw",3,0.010484398000699002
"FEh}o",3,0.011617604999628384
"FEh~o",3,0.011751746998925228
"FEhro",3,0.011115410998172592
"FEhtg",2,0.00726492700050585
"FEhto",2,0.007011295005213469
"FEhtw",2,0.006936406003660522
"FEhuO",3,0.010177225005463697
"FEhuo",3,0.011579878999327775
"FEhuw",3,0.012190489003842231
"FEhv?",2,0.007044760997814592
"FEhvg",3,0.0113198979961453
"FEhvO",3,0.01088893099949928
"FEhvo",3,0.011061221004638355
"FEhvw",3,0.01144316399586387
"FEh}w",3,0.012115947996790055
"FEh~w",3,0.012709156995697413
"FEhzo",3,0.012681632004387211
"FEhzw",3,0.012647636998735834
"FEiro",3,0.009805022993532475
"FEitW",2,0.007302025995159056
"FEitw",2,0.007514001001254655
"FEivg",2,0.007872466005210299
"FEivo",3,0.011165668998728506
"FEivW",3,0.011702890995366033
"FEivw",3,0.011870830996485893
"FEjbo",3,0.010133048002899159
"FEjdg",2,0.0072502559996792115
"FEjeg",2,0.00704191599652404
"FEjeo",2,0.007393271996988915
"FEjf_",2,0.007641372001671698
"FEjfg",2,0.007891451998148113
"FEjfG",3,0.012514376001490746
"FEjfo",3,0.011778403000789694
"FEjfw",3,0.012119650004024152
"FEj~o",3,0.009981947994674556
"FEj^o",3,0.012514481997641269
"FEjrw",3,0.012231266999151558
"FEjtw",2,0.007849782996345311
"FEjuw",3,0.014726162997249048
"FEjvg",3,0.012791440996807069
"FEjvo",3,0.011839634003990795
"FEjvw",3,0.013355765004234854
"FEjvW",3,0.016852528002345935
"FEj\\w",3,0.012217740004416555
"FEj^w",3,0.012949650001246482
"FEj]w",3,0.01306567199935671
"FEj~w",3,0.013770591001957655
"FEl~o",3,0.011827928996353876
"FEl~w",3,0.013142921001417562
"FEl}w",3,0.01323816899821395
"FEnaw",3,0.011564936998183839
"FEnbg",3,0.0106396919945837
"FEnbo",3,0.010259163005684968
"FEnbw",3,0.010427623004943598
"FEncw",3,0.012207926003611647
"FEndg",3,0.011443219998909626
"FEnew",3,0.011971421001362614
"FEnf_",3,0.012433520998456515
"FEnfg",3,0.012148747999162879
"FEnfo",3,0.012096958002075553
"FEnfw",3,0.01192841499869246
"FEnvg",3,0.013585886998043861
"FEnvo",3,0.012489448999986053
"FEnvW",3,0.012306225005886517
"FEnvw",3,0.01329067199549172
"FEn~w",3,0.015230258002702612
"F?`eo",2,0.003969021003285889
"FEr^o",3,0.012984944994968828
"FEr~o",3,0.013310846996319015
"FErtw",3,0.01176919599674875
"FEruw",3,0.01224096299847588
"FErvg",3,0.01354061200254364
"FErvo",3,0.012387669994495809
"FErvW",3,0.011986360994342249
"FErvw",3,0.01320592500269413
"FEr^w",3,0.013045758998487145
"FEr~w",3,0.013792089004709851
"FE~tw",3,0.013045158004388213
"FEu~g",3,0.012453479001123924
"FEu~o",3,0.013640850003866944
"FE~uw",3,0.013822747001540847
"FEu~w",3,0.01468645300337812
"FEu|w",4,0.019424562000494916
"FEv^o",3,0.012844696997490246
"FE~vo",3,0.022963192001043353
"FEvvg",3,0.012755647003359627
"FEvvo",3,0.013501470006303862
"FEvvW",3,0.013264822999190073
"FEvvw",3,0.013515989005099982
"FE~vw",3,0.013980288997117896
"FE~vW",3,0.016802689999167342
"FEv\\w",4,0.01943609100271715
"FEv~w",4,0.019896281002729665
"FEv^w",4,0.02089036299730651
"F?`ew",2,0.006702962004055735
"FE~~w",4,0.029109091999998782
"FEzeW",3,0.012894402003439609
"FEzf_",3,0.023993651004275307
"FEzfO",3,0.013673298999492545
"FEzfo",3,0.014694623001560103
"FEzfw",3,0.010204533995420206
"FEzfW",3,0.013209862998337485
"FEzno",3,0.013093631001538597
"FEznw",3,0.018724697998550255
"FEznW",4,0.020141372995567508
"FEzPw",3,0.013266658999782521
"FEzSw",3,0.012556524998217355
"FEzTg",3,0.012182965001557022
"FEzTw",3,0.012739678997604642
"FEzUg",3,0.014092928999161813
"FEzUo",3,0.011922498997591902
"FEzUw",3,0.012677874998189509
"FEzV_",3,0.012976362006156705
"FEzVg",3,0.013094333997287322
"FEzvg",3,0.013325455998710822
"FEzvo",3,0.007906664002803154
"FEzVo",3,0.012064066002494656
"FEzvO",3,0.013524558999051806
"FEzVO",3,0.013542957000026945
"FEzVw",3,0.012462833998142742
"FEzvw",3,0.01335201300389599
"FEz~w",3,0.020354684005724266
"F?`f_",3,0.012679238003329374
"F?`F_",3,0.013004673994146287
"F?`fg",3,0.008221896998293232
"F?`fo",3,0.012806633996660821
"F?`Fo",3,0.012944702000822872
"F?`fw",3,0.01340711100056069
"F?`Fw",3,0.014100448999670334
"FF~~w",5,0.027488466999784578
"F??Fw",5,0.05176798799948301
"FFzeo",3,0.024285031999170315
"FFzf_",4,0.037631099999998696
"FFzfo",4,0.03565612799866358
"FFzfw",4,0.025426784006413072
"FFz~o",4,0.022427757998229936
"FFzvg",4,0.025962571999116335
"FFzvo",4,0.02304904500488192
"FFzvO",4,0.025026085000718012
"FFzvw",4,0.022057334004784934
"FFz~w",4,0.021771236999484245
"F?o~_",3,0.012712007999652997
"F?o~O",2,0.0066991659987252206
"F?o|o",2,0.007515858000260778
"F?o~o",3,0.013343159997020848
"F?opo",2,0.0073243020015070215
"F?osW",2,0.007140961999539286
"F?otO",2,0.005624475998047274
"F?oto",2,0.006694039999274537
"F?otW",2,0.006415777999791317
"F?ouW",2,0.0070633069990435615
"F?ov?",2,0.00642949300527107
"F?ov_",3,0.012633475998882204
"F?ovO",2,0.00624672800040571
"F?ovo",3,0.012538338000013027
"F?ovW",2,0.006811099003243726
"F?ovw",3,0.013774723003734834
"F?o|W",2,0.0073550680026528426
"F?o~W",2,0.007714153005508706
"F?o~w",3,0.01280590399983339
"F?o}W",3,0.013754737003182527
"F?q~_",3,0.013330730005691294
"F?qaw",2,0.006996580996201374
"F?qb_",2,0.0062968170022941194
"F?qbo",2,0.007022743993729819
"F?qbw",2,0.007315506001759786
"F?qcw",2,0.006680613005300984
"F?qdo",2,0.006443231999583077
"F?qeo",2,0.00636725100048352
"F?qew",2,0.008003888993698638
"F?qf_",2,0.0073888170009013265
"F?qfo",2,0.0074772849984583445
"F?qfw",3,0.01235293599893339
"F?q~g",3,0.0135780659984448
"FQhV_",2,0.006991691006987821
"FQhV?",2,0.007821820996468887
"FQhVo",3,0.014321078997454606
"FQhVO",3,0.014577564004866872
"FQhVw",4,0.023761105003359262
"FQinO",3,0.012898141001642216
"FQino",3,0.013795468999887817
"FQinW",4,0.021074717995361425
"FQinw",4,0.023597799998242408
"FQjdg",3,0.012524833000497892
"FQjdo",3,0.011690863997500855
"FQjdw",3,0.012272760999621823
"FQjew",2,0.007293009999557398
"FQjfg",3,0.012064173999533523
"FQjfG",3,0.012104305998946074
"FQjfo",3,0.01262321099784458
"FQjfw",3,0.012865901000623126
"FQjfW",3,0.013010914000915363
"FQjlw",4,0.020150210002611857
"FQjno",3,0.016108871997857932
"FQjnW",4,0.021493364998605102
"FQjnw",4,0.02185237500088988
"F?qjo",2,0.0074184030017931946
"FQj~o",4,0.02133979000063846
"FQjR_",2,0.007130215002689511
"FQjRo",3,0.012975636003830004
"FQjUg",3,0.014165353000862524
"FQjuw",3,0.013810607997584157
"FQjV_",2,0.007972536004672293
"FQjVG",2,0.007603621001180727
"FQjVg",3,0.01360028199997032
"FQjvg",3,0.014017530003911816
"FQjVO",3,0.011977638998359907
"FQjvo",3,0.013408836995949969
"FQjVo",3,0.014702214997669216
"FQjvW",3,0.013062411999271717
"FQjVw",3,0.014503145997878164
"FQjvw",3,0.015171086000918876
"F?qjw",2,0.007301325997104868
"FQj~w",4,0.021722794997913297
"F?qkw",3,0.01117912999325199
"F?qlo",2,0.007426554002449848
"F?qmo",2,0.006800356000894681
"F?qmw",3,0.012090365999029018
"F?qn_",2,0.007688401994528249
"F?qno",2,0.00815804699959699
"F?qnw",3,0.014338356006192043
"F?q`o",2,0.005449525997391902
"F?q~o",3,0.014298641995992512
"F?qpo",2,0.00704463200236205
"F?qr_",3,0.011327605003316421
"F?qrg",3,0.011669546001940034
"F?qrO",2,0.007444415001373272
"F?qro",3,0.01179894099914236
"F?qrw",3,0.012996672994631808
"F?qtg",3,0.012192147005407605
"F?qto",2,0.007232411997392774
"F?qtw",2,0.01172591099748388
"F?quW",2,0.00739499199698912
"F?qv_",3,0.013376609000260942
"F?qvG",2,0.006925344001501799
"F?qvg",3,0.013787750001938548
"F?qvO",2,0.004445972997928038
"F?qvo",3,0.012822508993849624
"FQ~vo",3,0.014819576994341332
"F?qvW",2,0.007798042002832517
"F?qvw",3,0.013135624001733959
"FQ~vw",3,0.013435545995889697
"FQ~vW",3,0.013891256996430457
"F?q_w",2,0.00709335200372152
"F?q~W",2,0.007687876001000404
"F?q|w",3,0.012487574000260793
"F?q~w",3,0.013447433004330378
"FQ~~w",4,0.019531318001099862
"FQy~o",3,0.0134166110001388
"FQyqw",3,0.013910758003476076
"FQytW",3,0.01466109800094273
"FQyuo",3,0.010893829996348359
"FQyuW",3,0.011284626001724973
"FQyuw",3,0.012018975998216774
"FQyv_",3,0.014990219999162946
"FQyvo",3,0.014441482002439443
"FQyvO",3,0.01572676800424233
"FQyvw",3,0.013550935000239406
"FQyvW",3,0.015198854998743627
"FQy}w",3,0.012906544005090836
"FQy~w",3,0.014908611003193073
"FQzlw",4,0.01965068600111408
"FQzmw",3,0.013794182006677147
"FQzno",3,0.014168891997542232
"FQznw",4,0.020179598999675363
"FQznW",4,0.0204533169962815
"FQz^o",3,0.012387201000819914
"FQzTo",3,0.012693692995526362
"FQzUo",2,0.007568426997750066
"FQzuo",3,0.012468733999412507
"FQzUW",3,0.01076405300409533
"FQzV_",3,0.011827711001387797
"FQzvg",3,0.013449272999423556
"FQzVO",3,0.012161462000221945
"FQzVo",3,0.012533229994005524
"FQzvO",3,0.013004941996769048
"FQzvo",3,0.013435455002763774
"FQzVW",3,0.012406998997903429
"FQzVw",3,0.013810855998599436
"FQzvw",3,0.014839110001048539
"F?qzw",3,0.01194679500622442
"FQz^w",3,0.013921933998062741
"FQz~w",4,0.019700659002410248
"F?rDo",2,0.006464142999902833
"F?rdo",2,0.007213370998215396
"F?rdw",2,0.007484204004867934
"F?re_",3,0.011838728001748677
"F?reg",2,0.006899908999912441
"F?reo",2,0.007399103000352625
"F?rew",2,0.008444170001894236
"F?rf_",3,0.013166835997253656
"F?rF_",3,0.013491092999174725
"F?rfg",3,0.012677709004492499
"F?rfo",3,0.012886370001069736
"F?rFo",3,0.013394392000918742
"F?rfw",3,0.01310205900517758
"F?rFw",3,0.013366129001951776
"F?rLw",3,0.014752174000022933
"F?rmw",3,0.012150807997386437
"F?rn_",2,0.007465935996151529
"F?rN_",3,0.013499173997843172
"F?rng",2,0.007716497995716054
"F?rno",3,0.013211651996243745
"F?rNo",3,0.013357973999518435
"F?rnw",3,0.013686853999388404
"F?rNw",3,0.015014993005024735
"F?r~o",4,0.019651047994557302
"F?rv_",4,0.020030767998832744
"F?rvg",4,0.019895473000360653
"F?rvo",3,0.013922165999247227
"F?rvw",3,0.014670649004983716
"F?r~w",4,0.02005286300118314
"FTm~o",4,0.020312765998824034
"FTm~w",5,0.02800103899789974
"FTnvg",4,0.01920363500539679
"FTnvo",4,0.02029281599971
"FTnvw",4,0.03190967599948635
"FTn~w",5,0.02610305100097321
"FT~~w",5,0.026286649001121987
"FTznw",4,0.02374491399677936
"FTzvg",4,0.01893315400229767
"FTzvo",3,0.013313326999195851
"FTzvW",3,0.011048732994822785
"FTzvw",3,0.01492479800072033
"FTz~w",4,0.02049052900110837
"F?`uO",2,0.006892207995406352
"FU~vo",3,0.014025875003426336
"FU~vW",3,0.013240788000985049
"FU~vw",3,0.013522458000807092
"F?`uW",2,0.007408593999571167
"FU~~w",4,0.020836939998844173
