('FCRVw', 3, 0.022323672004858963)
('FCR^o', 3, 0.016222387996094767)
('FCR^w', 3, 0.01702548399771331)
('FCR`o', 2, 0.01036548700358253)
('FCR`w', 2, 0.008830279002722818)
('FCRbg', 2, 0.009608358996047173)
('FCRcw', 2, 0.00840508100372972)
('FCRdg', 2, 0.010345015994971618)
('FCRdo', 2, 0.008883856004104018)
('FCRdw', 2, 0.011668619998090435)
('FCReg', 2, 0.007202722001238726)
('FCReo', 2, 0.007214047996967565)
('FCRew', 2, 0.010037205996923149)
('FCRfG', 3, 0.01219898099952843)
('FCRf_', 2, 0.00933352599531645)
('FCRfg', 2, 0.007412623999698553)
('FCRfo', 3, 0.01223634000052698)
('FCRfw', 3, 0.01282440700015286)
('FCRto', 3, 0.010146555003302637)
('FCRtw', 3, 0.015206400996248703)
('FCRuo', 2, 0.007443973998306319)
('FCRuw', 3, 0.011874837000505067)
('FCRvO', 2, 0.007119444002455566)
('FCRvW', 2, 0.007567398999526631)
('FCRv_', 3, 0.012898050001240335)
('FCRvg', 3, 0.01274764599656919)
('FCRvo', 3, 0.01244634500471875)
('FCRvw', 3, 0.012662155997531954)
('FCR~o', 3, 0.013166359996830579)
('FCR~w', 3, 0.013463843999488745)
('FCXe_', 2, 0.006970061003812589)
('FCXeo', 2, 0.007665102995815687)
('FCXf?', 3, 0.013204481998400297)
('FCXfO', 2, 0.006654764998529572)
('FCXfW', 2, 0.008098924001387786)
('FCXf_', 3, 0.014852993001113646)
('FCXfo', 2, 0.008133045994327404)
('FCXfw', 3, 0.02490756100451108)
('FCXkw', 3, 0.014513266003632452)
('FCXmW', 3, 0.012820443000236992)
('FCXmo', 2, 0.009251153001969215)
('FCXmw', 3, 0.010870735000935383)
('FCXnO', 2, 0.015960104996338487)
('FCXnW', 3, 0.021483902004547417)
('FCXn_', 3, 0.013987534999614581)
('FCXno', 2, 0.006064790999516845)
('FCXnw', 3, 0.01315253900247626)
('FCY[w', 3, 0.012391418000333942)
('FCY]g', 3, 0.01275364399771206)
('FCY]o', 2, 0.008229659004427958)
('FCY]w', 3, 0.01275224999699276)
('FCY^G', 2, 0.007604746999277268)
('FCY^O', 2, 0.007099355003447272)
('FCY^W', 2, 0.007912149994808715)
('FCY^_', 3, 0.012685912995948456)
('FCY^g', 3, 0.014832574997853953)
('FCY^o', 3, 0.023694664996583015)
('FCY^w', 3, 0.012903055001515895)
('FCZHw', 2, 0.007062431999656837)
('FCZIw', 3, 0.01123877200006973)
('FCZJg', 2, 0.007283248000021558)
('FCZJo', 2, 0.007566337000753265)
('FCZJw', 3, 0.01118572500126902)
('FCZKw', 2, 0.007206043002952356)
('FCZLW', 2, 0.007026354003755841)
('FCZLg', 2, 0.007002658996498212)
('FCZLo', 2, 0.007588791995658539)
('FCZLw', 2, 0.007078330003423616)
('FCZMW', 3, 0.011773923004511744)
('FCZMg', 2, 0.00701661500352202)
('FCZMo', 2, 0.007384344004094601)
('FCZMw', 3, 0.011738545996195171)
('FCZNG', 2, 0.007084509001288097)
('FCZNW', 2, 0.007492482996894978)
('FCZN_', 2, 0.006280437002715189)
('FCZNg', 2, 0.007901764998678118)
('FCZNo', 3, 0.011704436998115852)
('FCZNw', 3, 0.012236053000378888)
('FCZSo', 2, 0.007049489999189973)
('FCZTO', 2, 0.005799940998258535)
('FCZTg', 3, 0.011727217002771795)
('FCZTo', 2, 0.012259055001777597)
('FCZTw', 3, 0.012610762998519931)
('FCZUO', 2, 0.0057090440022875555)
('FCZUg', 3, 0.012070992001099512)
('FCZUo', 2, 0.007031864995951764)
('FCZUw', 3, 0.012124313005188014)
('FCZV?', 2, 0.006482802004029509)
('FCZVO', 2, 0.006984726998780388)
('FCZVW', 2, 0.007345072001044173)
('FCZV_', 2, 0.007056120994093362)
('FCZVg', 3, 0.012455014999432024)
('FCZVo', 2, 0.0071968769989325665)
('FCZVw', 3, 0.01275758499832591)
('FCZ\\w', 3, 0.011960983996686991)
('FCZ]w', 3, 0.013408127000730019)
('FCZ^_', 3, 0.011862146995554212)
('FCZ^g', 3, 0.01268926100601675)
('FCZ^o', 3, 0.012222371995449066)
('FCZ^w', 3, 0.012477131000196096)
('FCZbO', 2, 0.011201223998796195)
('FCZb_', 2, 0.006999714998528361)
('FCZbg', 2, 0.0070585079956799746)
('FCZbo', 2, 0.007211890006146859)
('FCZbw', 2, 0.00707119900471298)
('FCZco', 2, 0.007196027007012162)
('FCZeO', 2, 0.006856778993096668)
('FCZeg', 2, 0.006719192999298684)
('FCZeo', 2, 0.0071724759982316755)
('FCZew', 2, 0.015817352003068663)
('FCZf?', 3, 0.01237559100263752)
('FCZfG', 3, 0.012485560000641271)
('FCZfO', 2, 0.007265520005603321)
('FCZfW', 2, 0.0074182500029564835)
('FCZf_', 2, 0.007328626001253724)
('FCZfg', 2, 0.007264818996191025)
('FCZfo', 3, 0.012020734000543598)
('FCZfw', 3, 0.012552820997370873)
('FCZjw', 3, 0.012162995997641701)
('FCZmw', 2, 0.007483896995836403)
('FCZnW', 3, 0.012332727004832122)
('FCZn_', 2, 0.007148482000047807)
('FCZng', 2, 0.007630217995028943)
('FCZno', 3, 0.012515968002844602)
('FCZnw', 3, 0.013405272999079898)
('FCZv_', 3, 0.013643890000821557)
('FCZvg', 3, 0.013376144001085777)
('FCZvo', 3, 0.013192541002354119)
('FCZvw', 3, 0.012993543001357466)
('FCZ~o', 3, 0.013164570002118126)
('FCZ~w', 3, 0.013511113000276964)
('FCdcg', 2, 0.007113485997251701)
('FCdcw', 3, 0.013786082003207412)
('FCdeG', 2, 0.006980505997489672)
('FCde_', 2, 0.006084208995162044)
('FCdeg', 2, 0.006828479003161192)
('FCdeo', 3, 0.012830173996917438)
('FCdew', 3, 0.013341993995709345)
('FCdfG', 2, 0.007273538001754787)
('FCdf_', 2, 0.007016076000581961)
('FCdfg', 2, 0.007092405998264439)
('FCdfo', 3, 0.014520058000925928)
('FCdfw', 3, 0.01407307799672708)
('FCe^o', 3, 0.013946949002274778)
('FCe^w', 4, 0.021435618997202255)
('FCf\\w', 4, 0.019981801000540145)
('FCf^o', 3, 0.013538289000280201)
('FCf^w', 4, 0.020172684999124613)
('FCfuw', 3, 0.012608812001417391)
('FCfvW', 3, 0.012896594002086204)
('FCfvg', 3, 0.01357928299694322)
('FCfvo', 3, 0.0136547750007594)
('FCfvw', 3, 0.014015118002134841)
('FCf~o', 4, 0.02117778600222664)
('FCf~w', 4, 0.02099889899545815)
('FCpV?', 2, 0.006894299003761262)
('FCpVO', 2, 0.00718054599565221)
('FCpV_', 2, 0.007452912999724504)
('FCpVo', 3, 0.010605358998873271)
('FCpVw', 3, 0.010785661994304974)
('FCp`_', 2, 0.004559822002192959)
('FCpbO', 2, 0.005703337003069464)
('FCpb_', 2, 0.006059669998649042)
('FCpbo', 2, 0.006749829997716006)
('FCpdG', 2, 0.0062445820003631525)
('FCpdO', 2, 0.005554971001402009)
('FCpd_', 2, 0.005695853003999218)
('FCpdg', 2, 0.00645776199962711)
('FCpdo', 2, 0.006530484999530017)
('FCpeG', 2, 0.005818172998260707)
('FCpeO', 2, 0.006023738002113532)
('FCpeW', 2, 0.006499299997813068)
('FCpe_', 2, 0.006401876002200879)
('FCpeg', 2, 0.006776385998819023)
('FCpeo', 2, 0.006389997004589532)
('FCpf?', 2, 0.007233586999063846)
('FCpfG', 2, 0.007333693996770307)
('FCpfO', 2, 0.006549627993081231)
('FCpfW', 2, 0.007144420000258833)
('FCpf_', 2, 0.007292563997907564)
('FCpfg', 2, 0.006889663003676105)
('FCpfo', 2, 0.007007098996837158)
('FCpfw', 3, 0.011924203994567506)
('FCprg', 3, 0.011117287001980003)
('FCptO', 3, 0.01026543699845206)
('FCpug', 2, 0.006979187004617415)
('FCpuo', 2, 0.007067262995406054)
('FCpuw', 2, 0.007079415998305194)
('FCpv?', 2, 0.006926451002073009)
('FCpvO', 3, 0.011596976000873838)
('FCpvW', 3, 0.01104891199793201)
('FCpv_', 2, 0.015691877000790555)
('FCpvg', 2, 0.007969436002895236)
('FCpvo', 3, 0.011868980000144802)
('FCpvw', 3, 0.011478878004709259)
('FCqnW', 2, 0.007306192004762124)
('FCqn_', 3, 0.015067984997585882)
('FCqno', 3, 0.011041563004255295)
('FCqnw', 3, 0.01295288799883565)
('FCrHw', 3, 0.013982557000417728)
('FCrJo', 2, 0.006949766997422557)
('FCrJw', 3, 0.012946019000082742)
('FCrLW', 3, 0.01306426899827784)
('FCrLw', 3, 0.02804302699951222)
('FCrNW', 3, 0.012260802002856508)
('FCrNo', 2, 0.008862640999723226)
('FCrNw', 3, 0.032465017000504304)
('FCrRo', 2, 0.007090836996212602)
('FCrVG', 2, 0.0075774529977934435)
('FCrVW', 3, 0.011446058997535147)
('FCrVg', 3, 0.011845526998513378)
('FCrVo', 2, 0.007458838001184631)
('FCrVw', 3, 0.012297894994844683)
('FCr^o', 3, 0.01339453399850754)
('FCr^w', 3, 0.01314242400258081)
('FCrbo', 3, 0.014013190993864555)
('FCrdo', 2, 0.007868772001529578)
('FCreW', 2, 0.006867298994620796)
('FCreo', 2, 0.007067938000545837)
('FCrfO', 2, 0.01226688099995954)
('FCrfW', 2, 0.017222270005731843)
('FCrf_', 2, 0.008605538001575042)
('FCrfg', 2, 0.008236162000684999)
('FCrfo', 3, 0.02206946899968898)
('FCrfw', 3, 0.01900130300055025)
('FCrjw', 3, 0.014650258999608923)
('FCrlw', 2, 0.012501487995905336)
('FCrmw', 3, 0.019327167996380012)
('FCrnW', 3, 0.018592273998365272)
('FCrng', 3, 0.023516970002674498)
('FCrno', 3, 0.034415232003084384)
('FCrnw', 3, 0.01725118499598466)
('FCrro', 3, 0.013894964999053627)
('FCrrw', 3, 0.015517812003963627)
('FCruw', 2, 0.008619256004749332)
('FCrvg', 3, 0.01507992199913133)
('FCrvo', 3, 0.016139789004228078)
('FCrvw', 3, 0.029740484998910688)
('FCr~o', 3, 0.02500751500338083)
('FCr~w', 3, 0.026174644997809082)
('FCurW', 3, 0.013871795999875758)
('FCusw', 3, 0.01749498899880564)
('FCuto', 3, 0.019389948996831663)
('FCuuW', 2, 0.024651195002661552)
('FCuuw', 3, 0.020579620999342296)
('FCuvW', 3, 0.01538811500358861)
('FCuvo', 3, 0.02261952900153119)
('FCuvw', 3, 0.020772856994881295)
('FCu~w', 3, 0.024124297997332178)
('FCvRW', 3, 0.019823757000267506)
('FCvTw', 3, 0.022331630003463943)
('FCvVW', 3, 0.01648861799912993)
('FCvVo', 3, 0.018909554004494566)
('FCvVw', 3, 0.01469035999616608)
('FCv\\w', 4, 0.027379225997719914)
('FCv^o', 3, 0.013449992999085225)
('FCv^w', 4, 0.02002491700113751)
('FCv`w', 3, 0.01999442500527948)
('FCvaw', 2, 0.011856796998472419)
('FCvbW', 2, 0.007760413005598821)
('FCvbg', 2, 0.007377460002317093)
('FCvbo', 3, 0.012125690001994371)
('FCvbw', 3, 0.012662852001085412)
('FCvcw', 3, 0.012135468998167198)
('FCvdW', 2, 0.007824824999261182)
('FCvdg', 2, 0.007759298001474235)
('FCvdo', 3, 0.013406328005657997)
('FCvdw', 3, 0.01244998399488395)
('FCveg', 2, 0.007453212994732894)
('FCveo', 3, 0.012707855996268336)
('FCvew', 2, 0.00767821200133767)
('FCvfG', 3, 0.012330134995863773)
('FCvfO', 2, 0.007738477004750166)
('FCvfW', 3, 0.01121780199900968)
('FCvfg', 2, 0.007593891998112667)
('FCvfo', 3, 0.01250808899931144)
('FCvfw', 3, 0.01413517699984368)
('FCvtw', 3, 0.013936025003204122)
('FCvvg', 3, 0.013774727005511522)
('FCvvo', 3, 0.014880603994242847)
('FCvvw', 3, 0.013340141995286103)
('FCv~w', 4, 0.021485359000507742)
('FCxrW', 3, 0.0113835609954549)
('FCxsw', 3, 0.014917897002305835)
('FCxuW', 3, 0.01216341600229498)
('FCxuw', 3, 0.010817631002282724)
('FCxv?', 3, 0.014042994996998459)
('FCxvO', 3, 0.012710622999293264)
('FCxvW', 3, 0.012294685999222565)
('FCxv_', 3, 0.014053596001758706)
('FCxvo', 3, 0.012745920997986104)
('FCxvw', 3, 0.012146785004006233)
('FCx}w', 3, 0.012460746002034284)
('FCx~w', 3, 0.013080762997560669)
('FCz\\w', 3, 0.012281006005650852)
('FCz]w', 3, 0.013115526002366096)
('FCz^g', 3, 0.012469981003960129)
('FCz^o', 3, 0.012645984003029298)
('FCz^w', 3, 0.013051468995399773)
('FCzaw', 3, 0.012798714997188654)
('FCzbW', 3, 0.02537353899970185)
('FCzbo', 3, 0.008833798994601239)
('FCzbw', 3, 0.012288786994758993)
('FCzcw', 3, 0.013030646005063318)
('FCzeW', 3, 0.021074288000818342)
('FCzew', 3, 0.012394126002618577)
('FCzfO', 3, 0.011444559997471515)
('FCzfW', 3, 0.012760567005898338)
('FCzf_', 3, 0.014114659999904688)
('FCzfo', 3, 0.010669742005120497)
('FCzfw', 3, 0.013300546997925267)
('FCzjw', 3, 0.012706164998235181)
('FCzmw', 3, 0.012882171999081038)
('FCznW', 4, 0.021109239998622797)
('FCzno', 3, 0.01376660000096308)
('FCznw', 3, 0.009349157000542618)
('FCzro', 3, 0.01672074800444534)
('FCzrw', 3, 0.017344523999781813)
('FCzvg', 3, 0.014232893998268992)
('FCzvo', 3, 0.016309703001752496)
('FCzvw', 3, 0.012305614000069909)
('FCz~w', 3, 0.014188260000082664)
('FC~uw', 3, 0.014743541003554128)
('FC~vW', 3, 0.013990168998134322)
('FC~vo', 3, 0.013914138005929999)
('FC~vw', 3, 0.013741814000240993)
('FC~~w', 4, 0.021193360997131094)
('FEhbo', 2, 0.012086939997971058)
('FEhd_', 2, 0.006959291000384837)
('FEhe_', 2, 0.006473654000728857)
('FEheo', 2, 0.006435182003770024)
('FEhf?', 3, 0.011604924002313055)
('FEhf_', 2, 0.007203008004580624)
('FEhfo', 2, 0.006941641004232224)
('FEhfw', 3, 0.010484398000699002)
('FEhro', 3, 0.011115410998172592)
('FEhtg', 2, 0.00726492700050585)
('FEhto', 2, 0.007011295005213469)
('FEhtw', 2, 0.006936406003660522)
('FEhuO', 3, 0.010177225005463697)
('FEhuo', 3, 0.011579878999327775)
('FEhuw', 3, 0.012190489003842231)
('FEhv?', 2, 0.007044760997814592)
('FEhvO', 3, 0.01088893099949928)
('FEhvg', 3, 0.0113198979961453)
('FEhvo', 3, 0.011061221004638355)
('FEhvw', 3, 0.01144316399586387)
('FEhzo', 3, 0.012681632004387211)
('FEhzw', 3, 0.012647636998735834)
('FEh}o', 3, 0.011617604999628384)
('FEh}w', 3, 0.012115947996790055)
('FEh~o', 3, 0.011751746998925228)
('FEh~w', 3, 0.012709156995697413)
('FEiro', 3, 0.009805022993532475)
('FEitW', 2, 0.007302025995159056)
('FEitw', 2, 0.007514001001254655)
('FEivW', 3, 0.011702890995366033)
('FEivg', 2, 0.007872466005210299)
('FEivo', 3, 0.011165668998728506)
('FEivw', 3, 0.011870830996485893)
('FEj\\w', 3, 0.012217740004416555)
('FEj]w', 3, 0.01306567199935671)
('FEj^o', 3, 0.012514481997641269)
('FEj^w', 3, 0.012949650001246482)
('FEjbo', 3, 0.010133048002899159)
('FEjdg', 2, 0.0072502559996792115)
('FEjeg', 2, 0.00704191599652404)
('FEjeo', 2, 0.007393271996988915)
('FEjfG', 3, 0.012514376001490746)
('FEjf_', 2, 0.007641372001671698)
('FEjfg', 2, 0.007891451998148113)
('FEjfo', 3, 0.011778403000789694)
('FEjfw', 3, 0.012119650004024152)
('FEjrw', 3, 0.012231266999151558)
('FEjtw', 2, 0.007849782996345311)
('FEjuw', 3, 0.014726162997249048)
('FEjvW', 3, 0.016852528002345935)
('FEjvg', 3, 0.012791440996807069)
('FEjvo', 3, 0.011839634003990795)
('FEjvw', 3, 0.013355765004234854)
('FEj~o', 3, 0.009981947994674556)
('FEj~w', 3, 0.013770591001957655)
('FEl}w', 3, 0.01323816899821395)
('FEl~o', 3, 0.011827928996353876)
('FEl~w', 3, 0.013142921001417562)
('FEnaw', 3, 0.011564936998183839)
('FEnbg', 3, 0.0106396919945837)
('FEnbo', 3, 0.010259163005684968)
('FEnbw', 3, 0.010427623004943598)
('FEncw', 3, 0.012207926003611647)
('FEndg', 3, 0.011443219998909626)
('FEnew', 3, 0.011971421001362614)
('FEnf_', 3, 0.012433520998456515)
('FEnfg', 3, 0.012148747999162879)
('FEnfo', 3, 0.012096958002075553)
('FEnfw', 3, 0.01192841499869246)
('FEnvW', 3, 0.012306225005886517)
('FEnvg', 3, 0.013585886998043861)
('FEnvo', 3, 0.012489448999986053)
('FEnvw', 3, 0.01329067199549172)
('FEn~w', 3, 0.015230258002702612)
('FEr^o', 3, 0.012984944994968828)
('FEr^w', 3, 0.013045758998487145)
('FErtw', 3, 0.01176919599674875)
('FEruw', 3, 0.01224096299847588)
('FErvW', 3, 0.011986360994342249)
