graph,"metric dimension",time
"G?batk",3,0.01542939600039972
"G?bATo",2,0.00824848699994618
"G?bato",2,0.00905414799490245
"G?batw",3,0.020803166000405326
"G?bau[",2,0.010855601001821924
"G?baug",3,0.024603265002951957
"G?bauK",2,0.013255301004392095
"G?bauk",3,0.017475483000453096
"G?bauw",3,0.023916502999782097
"G?bAV_",2,0.008908171999792103
"G?bav_",2,0.010077653998450842
"G?bav[",3,0.0165579800013802
"G?bAV{",3,0.018386048002867028
"G?bav{",3,0.019292278004286345
"G?bAVg",3,0.016436383994005155
"G?bavg",3,0.02291185200010659
"G?bavG",3,0.024157983003533445
"G?bavK",2,0.013747502001933753
"G?bavk",3,0.02199952700175345
"G?bavO",2,0.012233093999384437
"G?bavo",2,0.013385760998062324
"G?bAVo",3,0.01676891300303396
"G?bavW",2,0.012222195000504144
"G?bAVw",3,0.017929404995811637
"G?bavw",3,0.0179867769984412
"G?ba~w",3,0.021184874000027776
"G?ba}w",3,0.021448626001074445
"G?b@b_",2,0.00729630800196901
"G?bB`[",2,0.00960286700137658
"G?bB`{",2,0.009988282996346243
"G?bb[{",3,0.015525187001912855
"G?bb]{",3,0.01632112699735444
"G?bb^{",3,0.01867101000243565
"G?bb~{",3,0.019681939003930893
"G?bBa[",2,0.00920581000536913
"G?bBb[",2,0.009206204005749896
"G?bBb{",3,0.017984885998885147
"G?bBbc",3,0.017143648001365364
"G?bBBg",2,0.007616313996550161
"G?bBbg",2,0.008215754001867026
"G?bBbk",2,0.008787512997514568
"G?bBbK",2,0.008907666000595782
"G?bBBo",2,0.00801959299860755
"G?bBbo",2,0.008955805002187844
"G?bBbS",2,0.00822973100002855
"G?bBbs",2,0.009367253995151259
"G?bBbW",2,0.008078569000645075
"G?bBBw",2,0.009048719999555033
"G?bBbw",3,0.016878905000339728
"G?b@bC",2,0.006901524000568315
"G?b@bc",2,0.007581254998513032
"G?bBc[",3,0.017110273001890164
"G?bBCc",2,0.006595587998162955
"G?bBCw",2,0.007862159000069369
"G?bBD_",2,0.008388825997826643
"G?bBd[",2,0.008711659000255167
"G?bBd{",3,0.01672892899659928
"G?bBDc",2,0.007948507998662535
"G?bBdG",2,0.00693765399773838
"G?bBDg",2,0.008142141996358987
"G?bBdg",3,0.01984495799842989
"G?bBdk",3,0.01683113100443734
"G?bBDo",2,0.007857665004848968
"G?bBdo",2,0.00879921299929265
"G?bBds",2,0.00894965800398495
"G?bBdS",2,0.009042167002917267
"G?bBDs",2,0.009346979997644667
"G?bBdW",2,0.007635198999196291
"G?bBDw",2,0.009675795001385268
"G?bBdw",3,0.01751879900257336
"G?bBE_",2,0.008153901995683555
"G?bBe[",2,0.00944365299801575
"G?bBEc",2,0.007360625997534953
"G?bBEg",2,0.009010606998344883
"G?bBeK",2,0.008308782998938113
"G?bBEk",2,0.00906334300088929
"G?bBEo",2,0.008402241001022048
"G?bBeS",2,0.008831920000375248
"G?bBEs",2,0.011843068998132367
"G?bBeW",2,0.008627955001429655
"G?bBEw",2,0.01277030600613216
"G?bBf?",2,0.008237773996370379
"G?bBF_",2,0.011674271001538727
"G?bBf[",3,0.018240340003103483
"G?bBf{",3,0.018779625002935063
"G?bBf_",3,0.01998028999514645
"G?bBF{",3,0.03044756500457879
"G?bBfC",2,0.0086378730047727
"G?bBFc",2,0.019044366003072355
"G?bBfc",3,0.019502729999658186
"G?bBFg",2,0.01240279099874897
"G?bBfG",2,0.015604252002958674
"G?bBfg",3,0.019167002996255178
"G?bBfK",2,0.008579471999837551
"G?bBfk",3,0.01769867099937983
"G?bBFk",3,0.030123454998829402
"G?bBfO",2,0.008254601001681294
"G?bBFo",2,0.01606093000009423
"G?bBfo",3,0.018191353003203403
"G?bBfS",2,0.005913455999689177
"G?bBFs",2,0.020610243998817168
"G?bBfs",3,0.018774755000777077
"G?bBfW",2,0.008570704994781408
"G?bBfw",3,0.01900176500203088
"G?bBFw",3,0.02989743299986003
"G?bb^g",3,0.016815943003166467
"G?bb]k",3,0.016628549004963133
"G?bb^k",3,0.01736530099879019
"G?bB@o",2,0.006248190002224874
"G?b@bO",2,0.006375689001288265
"G?b@bo",2,0.008732989001146052
"G?bB`o",2,0.00975372100219829
"G?bb^o",3,0.017985730002692435
"G?bbQk",3,0.01659692199609708
"G?bBQs",3,0.01796214299974963
"G?bbqw",3,0.016231870002229698
"G?bbr{",3,0.018015112000284716
"G?bbRk",3,0.01762766500178259
"G?bBRo",2,0.013754469000559766
"G?bBro",3,0.018403809001029003
"G?bbro",3,0.018535073002567515
"G?bbrs",3,0.018358691995672416
"G?bBrs",3,0.018556133996753488
"G?bBRs",3,0.021569964002992492
"G?bbrW",3,0.016799394004920032
"G?bbRw",3,0.017942268998012878
"G?bbrw",3,0.018012922002526466
"G?b@bS",2,0.007126081000023987
"G?bB`s",2,0.008352883996849414
"G?b@bs",2,0.008599216002039611
"G?bbS{",3,0.01699496299988823
"G?bbSk",3,0.016961279994575307
"G?bbsw",3,0.018501631006074604
"G?bBTg",3,0.012767959997290745
"G?bBTk",3,0.022470566000265535
"G?bBTo",2,0.008741242003452498
"G?bBTs",3,0.01579868000408169
"G?bBU{",3,0.01435600699915085
"G?bBu[",3,0.016560880998440553
"G?bbU{",3,0.017507557997305412
"G?bbu{",3,0.018447864000336267
"G?bBUg",2,0.014793351001571864
"G?bbug",3,0.01741466500243405
"G?bBUk",3,0.014344487004564144
"G?bbUk",3,0.018583853998279665
"G?bBUo",2,0.008604094000475015
"G?bbUo",2,0.010907053998380434
"G?bBUs",3,0.014203298997017555
"G?bbuW",3,0.015131774998735636
"G?bbUw",3,0.015189812998869456
"G?bBuW",3,0.01733642500039423
"G?bbuw",3,0.01920743599475827
"G?bBUw",3,0.020825932995649055
"G?bBV_",2,0.012812783003028017
"G?bBv[",3,0.01567590000195196
"G?bbv[",3,0.016137087004608475
"G?bbV{",3,0.017740846997185145
"G?bBv{",3,0.018825373001163825
"G?bbv{",3,0.018900998002209235
"G?bbV_",3,0.01944625900068786
"G?bBV{",3,0.025057129001652356
"G?bBVc",2,0.015514582002651878
"G?bbvG",3,0.016895052998734172
"G?bbVg",3,0.017672197995125316
"G?bbvg",3,0.018458956001268234
"G?bBvg",3,0.01883090499904938
"G?bBVg",3,0.02026364899938926
"G?bbVk",3,0.017176228000607807
"G?bBVk",3,0.01778489299613284
"G?bbvk",3,0.018388322001555935
"G?bBvk",3,0.018748570000752807
"G?bBvO",2,0.008955265999247786
"G?bBVo",2,0.009501435000856873
"G?bbvo",3,0.01792033699894091
"G?bbVo",3,0.01877260399487568
"G?bBvo",3,0.019319729995913804
"G?bBvS",2,0.00960753199615283
"G?bBVs",3,0.017376083000272047
"G?bBvs",3,0.01914040400151862
"G?bbvs",3,0.019775670996750705
"G?bBvW",3,0.01653917499788804
"G?bbvW",3,0.016863493001437746
"G?bbVw",3,0.017983716999879107
"G?bBvw",3,0.0187227639980847
"G?bBVw",3,0.01959322499897098
"G?bbvw",3,0.021620106999762356
"G?bB`W",2,0.007735111998044886
"G?bB`w",2,0.009162048998405226
"G?bb^w",3,0.01816548100032378
"G?bb~w",3,0.019676791998790577
"G?bbz{",3,0.019436280999798328
"G?B@c[",2,0.008130820999213029
"G?bc}{",3,0.01409716399939498
"G?bc}[",3,0.016207319997192826
"G?B@~c",3,0.01719444100308465
"G?`bc{",3,0.018208852998213843
"G?bc~{",3,0.018803735998517368
"G?`bc[",3,0.018883422002545558
"G?bc{{",3,0.018899973001680337
"G?bc~[",3,0.023115212003176566
"G?Bc~{",4,0.027854441999807023
"G?bc~c",3,0.018686755996895954
"G?`bcg",2,0.009134599997196347
"G?Bc~g",3,0.016927516997384373
"G?b@cK",2,0.007673909996810835
"G?Bc}k",2,0.008050734999414999
"G?bc~k",3,0.017945503001101315
"G?Bc~k",3,0.018293758999789134
"G?Bc~K",3,0.018533850001404062
"G?`bco",2,0.008525878998625558
"G?bc~o",3,0.017926999003975652
"G?Bc~o",4,0.03128658300556708
"G?Bcqk",2,0.009073925000848249
"G?Bcqw",3,0.01515348599787103
"G?Bcr_",3,0.014509243999782484
"G?Bcr{",4,0.028801977998227812
"G?Bcrg",3,0.01615019099699566
"G?BcrK",2,0.009316993004176766
"G?Bcrk",3,0.015957749004883226
"G?Bcro",4,0.02854743900388712
"G?Bcrw",4,0.02825036400463432
"G?b@cS",2,0.008034021004277747
"G?`bcs",2,0.00916342600248754
"G?bc}s",3,0.015537954001047183
"G?bc~S",3,0.017655803996603936
"G?bc~s",3,0.01847645399539033
"G?Bcsw",2,0.00882879600248998
"G?Bcug",2,0.007844610001484398
"G?Bcuk",2,0.009061077995283995
"G?BcuK",2,0.009694184002000839
"G?Bcuw",3,0.0170183470036136
"G?Bcv_",3,0.017176323002786376
"G?Bcv{",4,0.031193140996037982
"G?Bcvg",3,0.017097733994887676
"G?BcvG",3,0.01842958199995337
"G?BcvK",2,0.008709066001756582
"G?Bcvk",3,0.017875484998512547
"G?Bcvo",4,0.03111538200028008
"G?Bcvw",4,0.03127137399860658
"G?`bcw",2,0.009525339999527205
"G?`bcW",2,0.010416624005301856
"G?bc~W",3,0.016292360000079498
"G?Bc}w",3,0.018028578997473232
"G?bc~w",3,0.01899366900033783
"G?Bc~w",4,0.030937520001316443
"G?bcz{",3,0.018427057002554648
"G?Bcz{",4,0.03044045899878256
"G?Bczk",3,0.015897452998615336
"G?bczs",3,0.018099599998095073
"G?Bczw",4,0.02866584200091893
"G?B@d[",2,0.007571535999886692
"G?b@d_",2,0.008691059003467672
"G?BD`{",2,0.010064260000945069
"G?BD?{",3,0.016493005998199806
"G?BD|{",4,0.03551057499862509
"G?BD~{",4,0.0393283630037331
"G?BDA{",3,0.01668243900348898
"G?BDAo",2,0.007333475994528271
"G?BDAw",2,0.0072018290011328645
"G?BDaW",2,0.008134604002407286
"G?BDb[",2,0.021837569001945667
"G?BDB{",3,0.017092105001211166
"G?BDb{",3,0.026588118002109695
"G?BDbO",2,0.008851218000927474
"G?BDBo",3,0.020470811999985017
"G?BDbo",3,0.023321913002291694
"G?BDbS",2,0.008920576998207252
"G?BDbs",3,0.02128790700226091
"G?BDbW",2,0.010386736998043489
"G?BDBw",3,0.016965551003522705
"G?BDbw",3,0.0245576710003661
"G?b@dC",2,0.007343193996348418
"G?b@dc",2,0.00878612600354245
"G?BDC{",3,0.016592840001976583
"G?BDCw",2,0.007667010999284685
"G?BDd[",2,0.013857824997103307
"G?BDd{",3,0.019336561003001407
"G?BDdo",3,0.029136705001292285
"G?BDdS",2,0.008869669996784069
"G?BDds",3,0.022221638006158173
"G?BDdW",2,0.008217670001613442
"G?BDDw",3,0.017111364999436773
"G?BDdw",3,0.017680761993688066
"G?BDe[",2,0.010510179003176745
"G?BDE{",3,0.01807505000033416
"G?BDEo",3,0.01652404600463342
"G?BDeS",2,0.009746911004185677
"G?BDeW",2,0.00804548199812416
"G?BDEw",3,0.026925562997348607
"G?BDf[",3,0.015914069997961633
"G?BDF{",3,0.01979376099916408
"G?BDf{",3,0.02542370399896754
"G?BDfO",2,0.009398499001690652
"G?BDFo",3,0.018227123000542633
"G?BDfo",3,0.019192866995581426
"G?BDfS",2,0.017619336998905055
"G?BDfs",3,0.01993036500061862
"G?BDfW",2,0.009171362995402887
"G?BDFw",3,0.01929829199798405
"G?BDfw",3,0.030075538998062257
"G?b@dG",2,0.006090868999308441
"G?b@dg",2,0.007868829001381528
"G?BDG{",2,0.008850823003740516
"G?BD~g",3,0.019373924005776644
"G?BDHw",2,0.008894193997548427
"G?BDI{",3,0.021994301001541317
"G?BDj[",2,0.011606647000007797
"G?BDJ{",3,0.01712462199793663
"G?BDj{",3,0.019755281995458063
"G?BDJo",2,0.0085991060041124
"G?BDjo",3,0.016711445001419634
"G?bDJo",3,0.017099737000535242
"G?bDjo",3,0.018488529000023846
"G?bDjs",3,0.018255493996548466
"G?BDjs",3,0.029393056996923406
"G?BDJw",3,0.016867688005731907
"G?BDjw",3,0.02046970700030215
"G?b@dk",2,0.006770988002244849
"G?b@dK",2,0.01320034599484643
"G?BDK{",3,0.017074845993192866
"G?BD~k",3,0.018653496001206804
"G?bDKk",3,0.01453112799936207
"G?BDKw",2,0.008602875997894444
"G?BDl[",3,0.01726765099738259
"G?BDl{",3,0.024762820998148527
"G?bDLg",2,0.008756161994824652
"G?bDlk",3,0.01744501500070328
"G?BDlo",2,0.020035558998642955
"G?BDls",2,0.009313331996963825
"G?bDls",3,0.016076638996310066
"G?BDLw",3,0.017490138998255134
"G?BDlw",3,0.021368382003856823
"G?bDm[",3,0.01772073900065152
"G?BDM{",3,0.017851896001957357
"G?BDm[",3,0.020544804996461608
"G?bDMk",3,0.015119689000130165
"G?bDMo",2,0.008495809001033194
"G?BDMo",2,0.008532163003110327
"G?bDMw",2,0.00858627600246109
"G?BDMw",3,0.020826849999139085
"G?bDN_",2,0.008955920005973894
"G?bDn[",3,0.016067204996943474
"G?BDn[",3,0.01727054300135933
"G?bDn{",3,0.018325243996514473
"G?bDN{",3,0.01914531899819849
"G?BDn{",3,0.020244129998900462
"G?BDN{",3,0.025893717996950727
"G?bDnc",3,0.017700775002595037
"G?bDNg",2,0.008951105999585707
"G?bDng",3,0.02103865100070834
"G?bDnK",2,0.009539445003611036
"G?bDNk",3,0.01739455799543066
"G?bDnk",3,0.018096275001880713
"G?BDnO",2,0.012616811000043526
"G?bDNo",3,0.01511560200015083
"G?bDno",3,0.01839232199563412
"G?BDNo",3,0.018493105002562515
"G?BDno",3,0.02090920499904314
"G?bDnS",3,0.013982650001707952
"G?BDnS",3,0.01828849400044419
"G?bDns",3,0.018814221002685372
"G?BDns",3,0.01929782899969723
"G?BDnW",2,0.011380325006030034
"G?bDnW",3,0.014482382001006044
"G?bDNw",3,0.016375702994992025
"G?bDnw",3,0.018956874002469704
"G?BDnw",3,0.02023024499794701
"G?BDNw",3,0.024216338999394793
"G?B@dO",2,0.0068885100045008585
"G?b@do",2,0.00791834599658614
"G?BD~o",4,0.044093666001572274
"G?bDr[",3,0.016111049000755884
"G?bDr{",3,0.018818604003172368
"G?BDr{",4,0.030916966999939177
"G?bDrg",3,0.01697503800096456
"G?bDrk",3,0.016233843001828063
"G?bDro",3,0.017226859999937005
"G?BDro",4,0.029644834001373965
"G?bDrs",3,0.01804531599918846
"G?BDrs",4,0.029812020002282225
"G?bDrW",2,0.008459251999738626
"G?bDrw",3,0.018274760994245298
"G?BDrw",4,0.031826323000132106
"G?b@dS",2,0.007542323997768108
"G?b@ds",2,0.008208029001252726
"G?BD~s",4,0.039960196998436004
"G?bDt[",2,0.009141169000940863
"G?bDt{",3,0.0175742840001476
"G?BDt{",3,0.019225521995394956
"G?BDto",4,0.03150444699713262
"G?bDts",3,0.01696435899793869
"G?BDts",4,0.0404162400009227
"G?bDtw",3,0.01777440800651675
"G?BDtw",3,0.020256326999515295
"G?bDu[",3,0.017620434999116696
"G?bDv[",3,0.016340671994839795
"G?BDv_",3,0.01802609800506616
"G?bDv{",3,0.018360327994741965
"G?BDv{",4,0.041086801000346895
"G?BDvc",3,0.018354728003032506
"G?BDvG",2,0.009253702002752107
"G?bDvg",3,0.016610642000159714
"G?BDvg",3,0.017881741005112417
"G?bDvK",2,0.008959425998909865
"G?BDvK",3,0.016783849001512863
"G?bDvk",3,0.017489863996161148
"G?BDvk",3,0.01779960899875732
"G?bDvo",3,0.018658191998838447
"G?BDvo",4,0.03112683799554361
"G?bDvS",3,0.014961583001422696
"G?bDvs",3,0.017555620994244236
"G?BDvs",4,0.026349284999014344
"G?bDvW",2,0.009311308000178542
"G?bDvw",3,0.01631619299587328
"G?BDvw",4,0.0339483019997715
"G?BD`W",2,0.006575425999471918
"G?B@dW",2,0.007552221002697479
"G?BD@w",2,0.008552621999115217
"G?BD`w",2,0.008670334005728364
"G?B@dw",3,0.01700987699587131
"G?BD|w",4,0.028566418004629668
"G?BD~w",4,0.03878022899880307
"G?BDz{",4,0.03699416400195332
"G?BDzw",4,0.030741447997570504
"G?Be`[",2,0.009019739998620935
"G?be`[",2,0.009372521999466699
"G?`be[",2,0.009616923998692073
"G?be`{",3,0.0168849610054167
"G?be~[",3,0.01768384699971648
"G?be|{",3,0.018290324995177798
"G?B@e[",3,0.01838464100001147
"G?be}{",3,0.01900810100050876
"G?be~{",3,0.019464755998342298
"G?be^{",3,0.0198191199961002
"G?bE^{",3,0.019890389005013276
"G?be]{",3,0.020031276006193366
"G?be\\{",3,0.020149062998825684
"G?Be`{",3,0.024037645998760127
"G?`be{",3,0.026253527001244947
"G?b@e[",3,0.034733118998701684
"G?Be|{",4,0.029075382997689303
"G?Be}{",4,0.03029225800128188
"G?Be~{",4,0.03449330700095743
"G?bea[",2,0.008906932998797856
"G?beaw",3,0.014167661000101361
"G?beb[",3,0.015241275999869686
"G?beb{",3,0.018147342998418026
"G?bebg",3,0.015257015002134722
"G?bebK",2,0.00861865800106898
"G?bebk",3,0.0161042149993591
"G?bebo",3,0.01612409600056708
"G?bebW",2,0.008431005997408647
"G?bebw",3,0.016458598998724483
"G?Bec[",2,0.008234055996581446
"G?`bec",2,0.00828651399933733
"G?b@eC",2,0.00844120400142856
"G?bec[",3,0.017141299998911563
